Student_ID,Department,Attendance_in_percent,Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade
S4796,CS,66.38,44.55,97.08,,55.58,9.08,67.81,58.15,C
S4797,Business,65.99,52.12,66.16,82.83,99.77,0.82,86.58,54.37,C
S4798,CS,66.32,79.46,65.76,55.78,88.65,1.55,77.5,91.01,A
S4799,Business,83.65,66.61,80.68,73.8,79,2.28,83.42,78.67,B
S4800,CS,76.54,57.44,86.05,67.85,57.73,5.09,57.92,56.13,F
S4801,Business,,65.12,68.53,98.67,75.77,7.91,89.35,70.82,A
S4802,CS,,66.71,52.84,52.48,63.06,0.71,66.02,64.91,F
S4803,Engineering,51.11,94.63,86.4,64.91,62.62,6.37,80.99,93.77,D
S4804,Engineering,60.94,46.21,59.22,97.09,91.48,1.49,55.73,75.36,A
S4805,CS,55.37,56.78,50.51,99.17,69.03,9.71,66.07,78.88,C
S4806,Engineering,89.27,72.25,77.9,,72.54,8.99,82.44,61.76,B
S4807,Mathematics,55.62,81.9,45.43,53.8,92.15,9.5,63.71,89.95,C
S4808,CS,,77.84,98.28,78.07,54.39,1.06,94.02,96.51,A
S4809,Mathematics,69.28,96.5,77.94,70.01,79.73,4.88,83.06,89.62,D
S4810,Engineering,53.67,87.74,99.15,90.32,78.91,1.65,93.51,74.64,C
S4811,Business,90.64,73.42,60.33,52.75,71.26,6,69.77,91.75,A
S4812,CS,78.98,52.88,98.27,59.86,91.49,2.33,51.7,59.4,F
S4813,Engineering,61.79,67.05,48.73,74.46,97.14,7.71,78.81,55.67,B
S4814,Business,94.73,81.6,42.44,57.88,73.27,6.44,66.96,71.91,A
S4815,Engineering,52.26,90.28,41.98,84.64,72.81,5.72,72.41,59.08,D
S4816,Engineering,60.09,97.58,67.89,91.04,75.1,8.25,84.06,62.96,B
S4817,CS,87.6,76.33,44.98,85.23,86.16,5,85.03,79.26,B
S4818,CS,85.47,71.62,70.73,72.01,83.4,2.7,51.38,70.2,A
S4819,Engineering,64.46,41.06,59.65,93.92,61.14,6.21,88.47,93.29,D
S4820,Business,53.1,44.33,60.14,,53.19,9.57,74.68,61.28,F
S4821,Engineering,92.9,49.37,78.14,63.02,97.46,6.01,77.83,99.84,A
S4822,CS,,43.29,49.79,74.48,63.05,6.3,64.9,67.97,A
S4823,Engineering,59.79,64.05,85.99,53.07,81.93,9.35,71.04,75.77,C
S4824,CS,,60.21,74.92,54.78,91.42,5.15,85.52,56.62,B
S4825,Engineering,95.51,78.24,94.9,69.87,65.01,9.96,88.84,78.96,B
S4826,Business,52.18,72.14,61.89,97.19,81.77,1.6,69.36,98.06,D
S4827,Business,,75.76,98.96,95.42,55.4,5.37,84.56,87.47,F
S4828,CS,78.62,68.32,74.55,73.3,98.5,2.13,62.9,62.2,C
S4829,Business,71.27,56.66,98.4,,52.91,4.53,91.6,72.13,D
S4830,Engineering,87.2,97.17,41.62,58.91,71.91,1.71,80.49,71.27,A
S4831,Business,98.29,45.18,83.68,68.88,76.84,2.23,88.76,54.9,B
S4832,CS,61.46,96.33,89,,89.52,2.11,73.86,94.29,F
S4833,Engineering,57.18,58.67,43.19,54.15,56.06,3.2,61.46,69.07,D
S4834,CS,95.64,70.76,74.74,83.69,72.04,1.35,71.46,74.71,A
S4835,Engineering,83.45,46.53,88.12,79.07,64.99,8.09,69.07,64.56,B
S4836,CS,,44.26,73.66,64.56,65.6,2.21,66.64,57.62,D
S4837,CS,,65.77,43.83,88.95,88.94,4.17,60.61,95.11,B
S4838,CS,87.28,84.5,81.61,88.8,50.27,0.16,87.96,51.87,A
S4839,CS,88.65,56.16,43.64,74.55,87.45,1.05,54.32,69.99,B
S4840,CS,95.99,73.74,89.05,54.83,90.52,8.96,94.38,86.53,A
S4841,Engineering,71.34,56.72,42.58,95.92,95.07,8.37,58.75,65.44,A
S4842,CS,64.67,63.32,48.24,83.43,81.34,8.41,98.99,72.3,A
S4843,Engineering,81.98,94.39,56.51,62.35,66.67,4.11,99.42,78.22,D
S4844,CS,70.79,91.35,78,80.52,71.36,1.42,69.92,99.75,C
S4845,Mathematics,79.73,70.96,98.58,70.25,98.49,1.08,99.39,87.92,F
S4846,Mathematics,71,54.29,47.07,81.77,94.06,6.06,93.45,98.36,D
S4847,CS,57.65,51.59,48.56,73.69,73.18,8.28,54.12,84.66,C
S4848,Engineering,73.47,97.25,62.13,74.27,97.15,9,97.37,63.45,A
S4849,CS,84.55,52.16,90.17,86.79,91.15,2.89,52.13,64.37,A
S4850,Mathematics,89.96,88.49,68.03,,95.05,3.21,59.1,91.12,A
S4851,Engineering,74.67,62.14,59.3,54,84.15,1.01,79.23,71.39,A
S4852,CS,58.26,99.14,73.67,53.27,92.88,7.74,54.04,68.51,F
S4853,CS,70.73,62.09,55.63,65.25,94.59,2.76,58.09,97.25,F
S4854,CS,89.31,61.09,64.07,71.51,54.6,4.81,97.67,50.66,B
S4855,CS,70.64,78.25,59.96,63.76,98.26,9.29,99.73,76.25,D
S4856,Engineering,84.83,97.69,88.25,,66.68,7.52,89.91,88.75,F
S4857,Engineering,75.36,98.57,95.46,59.76,71.99,0.53,75.76,86.81,F
S4858,CS,62.06,82.43,85.57,,89.6,0.08,95.02,68.38,B
S4859,CS,89.81,85.28,66.35,88.66,83.24,7.87,55.59,76.78,A
S4860,CS,54.21,73.8,70.26,56.22,94.65,5.53,97.14,50.28,D
S4861,CS,76.24,85.35,47.5,82.54,70.03,7.2,67.58,76.74,C
S4862,Business,60.44,91.59,84.81,98.07,68.66,1.57,93.07,79.52,F
S4863,CS,,69.17,75.79,59.64,51.58,8.72,83.42,93.74,F
S4864,Engineering,75.15,77.19,94.15,95.47,73.14,7.73,98.01,60.54,D
S4865,CS,74.98,72.24,52.04,80.3,86.2,8.91,93.23,91.26,C
S4866,CS,85.35,73.75,85.58,79.55,65.06,3.41,94.39,85.9,A
S4867,Engineering,87.24,93.4,81.08,52.6,73.14,2.76,81.59,83.3,A
S4868,Engineering,86.39,61.34,55.95,87.42,60.97,1.52,91.66,69.72,A
S4869,Engineering,70.48,52.49,80.04,73.91,88.64,9.3,87.86,68.37,F
S4870,Engineering,81.58,67.38,95.46,86.06,53.03,1.77,58.08,85.16,B
S4871,Engineering,78.85,52.49,95.11,90.46,85.27,1.19,82.43,99.51,B
S4872,CS,71.08,69.9,83.18,76.19,68.95,1.93,57.41,70.27,D
S4873,Engineering,,94.21,42.88,63.18,52.08,7.71,93.47,95.93,C
S4874,Engineering,97.36,77.05,92.34,57.08,92.67,8.9,53.3,79.33,B
S4875,CS,59.64,91.33,79.47,58.03,74.39,8.11,99.35,93.41,F
S4876,Engineering,,49.97,58.63,93.35,79.97,5.63,70.03,60.86,D
S4877,CS,52.67,94.05,51.24,,86.6,9.94,58.53,88.11,D
S4878,CS,65.42,76.11,46.97,69.23,82.75,0.69,96.78,91.75,D
S4879,Engineering,,41.91,43.01,66.71,86.54,8.67,52.27,91.61,A
S4880,Business,81.32,77.99,85.25,93.27,88.11,4.28,73.51,89.24,F
S4881,Business,56.56,97.08,54.15,73.88,79.46,4.55,88.51,65.21,F
S4882,CS,,44.75,41.46,,68.28,1.28,65.84,76.1,B
S4883,Engineering,91.43,74.95,63.84,86.85,62.16,0.33,76.44,64.99,A
S4884,Engineering,,94.93,68.96,92.55,95.15,3.17,85.02,67.15,C
S4885,CS,72.92,40.58,50.15,54.93,98.5,1.75,97.6,65.06,A
S4886,Business,96.65,77.85,42.64,62.66,67.88,4.83,55.14,64.21,B
S4887,Business,91.54,68.49,51.35,56.77,55.62,1.47,57.86,84.67,A
S4888,Mathematics,74.97,60.82,80.75,73.18,61.13,1.38,75.44,82.51,D
S4889,CS,85.09,77.65,44.93,,83.53,8.77,70.92,60.21,A
S4890,CS,78.35,43.16,73.3,58.45,58.65,9.21,70.54,84.58,D
S4891,Business,79.4,85.18,48.78,56.51,89.01,9.64,64.85,64.55,B
S4892,Engineering,66.55,40.27,51.74,80.73,96.15,6.81,78.03,60.09,B
S4893,Business,73.1,58.42,63.58,61.52,98.18,7.71,94.16,87.36,A
S4894,CS,,70.24,46.05,73.97,50.47,8.36,58.05,68.14,D
S4895,Engineering,67.87,62.62,50.39,52.56,97.91,6.59,60.76,78.47,B
S4896,Engineering,84.79,58.45,60.94,84.03,87.01,3.3,83.54,60.01,C
S4897,CS,,89.85,59.78,77.07,54.2,1.56,52.81,80.68,A
S4898,Engineering,98.15,96.09,84.96,82.37,70.76,2.37,83.69,60.4,B
S4899,Engineering,77.79,92.42,44.49,63.77,85,8.4,65.72,58.34,A
S4900,CS,80.33,71.35,91.63,63.93,97.83,6.96,67.89,69.33,A
S4901,CS,59.29,93.05,88.97,90.07,58.21,4.56,70.28,89.5,F
S4902,Engineering,84.77,95.25,85.96,,56.39,0.29,67.48,58.83,B
S4903,Engineering,53.53,64.55,58.56,78.99,73.62,2.66,92.06,55.85,F
S4904,Business,64.23,57.01,89.37,81.41,98.4,7.29,97.3,51.58,B
S4905,CS,83.42,45.9,50.97,54.7,98.57,5.12,77.4,70.8,B
S4906,CS,65.52,68.75,47.46,,61.4,4.36,79.09,64.1,D
S4907,Mathematics,52.49,96.78,42.7,88.5,65.97,3.14,53.52,64.61,F
S4908,Mathematics,91.59,73.65,96.36,79.52,95.4,6.07,85.66,99.1,B
S4909,CS,65.52,80.05,58.48,95.93,86.74,9.66,79.2,59.71,F
S4910,Business,53.16,46.77,95.06,58.43,98.62,9.01,52.52,72.92,D
S4911,CS,53.74,48.61,56.36,84.33,94.66,0.3,59.92,99.32,C
S4912,CS,62.59,67.87,94.45,98.15,60.75,4.81,60.1,51.53,C
S4913,CS,58.9,97.08,94.24,65.5,87.99,3.29,58.55,84.83,D
S4914,CS,88.72,61.65,95.42,50.76,52.43,5.11,82.93,68.55,A
S4915,Business,66.08,92.65,69.77,86.74,90.89,6.06,96.42,95.3,F
S4916,Business,90.23,47.22,91.96,50.35,80.08,2,88.15,95.6,A
S4917,Mathematics,58.69,77.02,97.05,93.63,97.81,7.82,73.87,69.36,F
S4918,Business,74.64,76.04,59.48,52.82,98,4.75,70.2,61.07,A
S4919,Engineering,84.4,91.59,65.13,82.64,52.54,9.92,69.32,71.4,F
S4920,Engineering,82.6,40.2,83.15,68.86,58.03,0.25,80.06,98.27,B
S4921,Mathematics,80.06,51.4,58.02,60.17,74.21,1.9,67.96,64.07,B
S4922,Business,,53.18,85.23,,93.97,6.9,61.31,99.07,A
S4923,Business,61.43,97,44.43,87.31,90.72,6.95,80.14,90.97,D
S4924,Mathematics,74.69,49.22,71.41,67.02,98.22,5.82,69.54,63.37,C
S4925,CS,94.2,42.22,47.34,64.21,80.9,9.72,50.71,89.55,A
S4926,Business,53.89,72.07,57.6,86.8,62.83,4.15,51.11,52.49,C
S4927,Business,52.79,71.71,55.52,91.83,51.26,4.17,63.71,77.4,C
S4928,Mathematics,61.67,90.64,90.34,85.79,61.15,9.1,75.62,67.87,D
S4929,CS,,96.93,51.61,82,83.76,5.38,67.71,71.35,F
S4930,Engineering,62.99,72.31,88.51,61.4,96.31,3.54,51.2,73.64,A
S4931,Engineering,59.51,95.8,87.64,92.64,66.05,7.19,61.16,75.14,D
S4932,CS,72.94,83.51,69.93,87.48,93.79,6.2,54.82,82.82,C
S4933,Engineering,80.68,55.87,54.03,75.86,69.74,3.06,97.43,84.84,A
S4934,CS,62.43,95.71,53.61,75.58,65.41,2.98,65.64,98.79,B
S4935,CS,,80.05,67.9,78.46,75.44,3.96,50.74,88.14,F
S4936,Engineering,80.68,64.85,40.53,91.41,72.11,0.72,83.03,84.39,C
S4937,Engineering,97.29,80.81,71.88,87.11,95.69,9.43,61.62,69.62,B
S4938,Engineering,,64.08,97.17,92.81,73.41,1.83,78.34,55.89,A
S4939,Engineering,89.15,46.85,49.28,75.36,63.87,1.94,57.54,52.94,B
S4940,CS,,83.14,74.4,81.23,92.13,6.47,99.2,73.88,C
S4941,CS,63.61,89.45,97.71,92.73,99.94,7.24,98.51,83.41,A
S4942,CS,72.71,83.73,91.63,61.62,82.41,7.37,82.8,82.51,A
S4943,CS,90.36,53.75,91.02,72.2,62.52,3.75,85.36,97.64,A
S4944,Engineering,72.81,97.4,89.31,81.03,61.94,8.73,71.29,69.12,D
S4945,Business,92.34,41.52,58.54,,52.89,5.44,98.11,81.39,A
S4946,CS,99.44,59.96,93.44,50.79,53.86,4.39,71.19,94.39,A
S4947,CS,53.6,55.61,96.48,60.63,95.75,8.1,61.97,70.2,F
S4948,Business,,42.89,69.75,,54.82,2.44,55.77,73.89,B
S4949,CS,57.48,64.34,61.27,66.33,74.22,8.6,60.41,96.15,F
S4950,Mathematics,,77.39,64.85,64.09,84.91,5.39,78.61,77.51,A
S4951,Business,56.55,92.95,60.05,79.51,92.52,9,62.25,89.98,D
S4952,CS,93.53,99.38,52.75,94.28,58.56,2.02,82.71,96.78,A
S4953,CS,51.16,88.49,77.11,81.85,71.89,9.36,69.11,78.55,F
S4954,Engineering,65.79,68.12,73.76,62.08,62.57,6.88,94.34,55.46,A
S4955,CS,59.23,83.42,67.76,93.19,62.79,6.18,77.92,91.08,F
S4956,CS,96.58,90.62,45.75,81.6,65.19,4.22,81.13,90.89,A
S4957,CS,83.47,67.92,87.81,60.95,79.36,9.56,77.83,55.75,B
S4958,Business,95.6,87.1,50.5,68.08,50.83,4.44,94.28,77.41,B
S4959,Engineering,98.62,68.96,46.87,89.5,70.44,4.99,53.17,74.35,A
S4960,CS,74.85,63.19,77.38,86.95,59.34,7.81,53.37,92.36,A
S4961,Engineering,61.72,71.57,63.92,78.83,98.36,2.85,85.09,63.73,D
S4962,Engineering,59.69,80.55,43.59,57.24,79.14,2.91,88.4,71.31,D
S4963,Engineering,61.15,83.61,61.33,90.16,93.4,7.75,71.68,80.24,F
S4964,CS,85.43,61.4,86.31,65.38,59.78,1.29,67.62,75.86,A
S4965,Engineering,52.02,74.28,76.91,88.58,90.5,8.23,63.9,97.75,F
S4966,Mathematics,52.57,94.59,61.77,82.38,70.74,6.25,61.72,98.03,C
S4967,CS,80.41,98.58,51.51,63.21,58.88,5.39,95.6,54.08,B
S4968,CS,82.1,53.63,77.91,60.62,88.06,2.29,64.76,64.89,A
S4969,CS,83.26,51.57,93.25,56.55,88.1,7.86,82.4,50.38,F
S4970,CS,68.59,80.6,78.78,62.1,99.79,8.05,89.35,70.89,B
S4971,CS,,64.88,88.77,57.89,89.05,4.83,51.1,83.11,B
S4972,Business,76.68,41.45,71.29,80.85,57.26,3.89,51.69,73.56,F
S4973,Mathematics,55.27,60.81,83.08,79.94,66.13,2.46,66.66,53.36,F
S4974,CS,,88.4,93.77,,72.59,7.54,84.8,59.8,F
S4975,Engineering,97.65,87.85,86.39,82.09,56.33,6.39,63.04,58.66,B
S4976,Engineering,53,69.68,94.59,90.74,89.4,2.07,50.07,75.56,D
S4977,Engineering,69.57,68.35,65.87,95.68,76.33,7.94,64.41,83.88,D
S4978,Engineering,74.38,74.77,94.25,61.52,97.22,8.82,54.51,65.82,B
S4979,CS,57.32,53.16,77.29,,79.47,0.59,60.97,56.52,F
S4980,Engineering,93.39,71.56,92.2,53.92,76.14,7.72,66.66,89.93,B
S4981,Engineering,,40.66,42.36,56.01,53.57,8.53,56.4,92.92,F
S4982,Business,89.15,68.53,79.47,82.72,57.47,9.92,85.32,63.82,A
S4983,Business,83.55,60.16,90.88,74.33,92.48,2.38,62.8,71.04,D
S4984,CS,79.9,80.49,50.45,,99.53,3.71,83.05,54.1,F
S4985,CS,59.61,78.3,79.71,71.28,70.76,9.66,79.95,61.38,C
S4986,Mathematics,61.04,62.85,89.5,56.38,90.5,0.94,94.9,88.35,C
S4987,Engineering,,40.44,57.28,93.6,81.38,5.24,54.4,68.26,A
S4988,Business,62.04,55.14,64.31,54.14,97.95,5.07,60.73,80.23,B
S4989,CS,67.27,78,74.17,59.45,61.91,6.07,93.26,97.31,C
S4990,Engineering,,44.34,71.15,63.85,77.24,3.31,91.11,86.18,F
S4991,Engineering,68.32,46.46,42.35,99.76,70.44,9.26,59.61,72.67,C
S4992,Business,87.73,78.82,45.92,70.84,77.09,2.7,55.39,68.34,B
S4993,CS,,85.35,46.03,75.09,63.44,6.5,92.81,59.53,F
S4994,CS,89.24,59.29,55.74,88.48,74.89,4.96,58.91,87.81,A
S4995,Engineering,98.81,69.38,54.75,81.82,81.24,2.67,93.56,55.62,A
S4996,Business,61.99,96.74,84.53,92.07,54.06,1.89,98.06,53.07,A
S4997,Mathematics,,96.73,74.36,74.32,87.15,9.57,61.04,55.24,A
S4998,Mathematics,81.09,58.45,85.84,98.61,85.33,5.61,92.02,62.15,F
S4999,Mathematics,90.86,88.6,44.19,89.84,94.02,6.04,71.19,81.36,A
S5000,CS,82.58,75.64,69.11,70.07,71.29,7.83,89.44,93.07,A
S5001,CS,,98.53,59.43,69.06,53.08,0.81,70.37,99.63,B
S5002,CS,61.4,68.66,91,96.47,73.07,7.14,53.52,86.57,D
S5003,CS,53.5,86.48,82.47,,56.88,1.65,85.63,57.3,D
S5004,Business,76.78,86.09,92.16,,82.37,7.4,57.53,63.89,B
S5005,Business,99.52,69.85,42.79,87.89,52.36,1.41,96.35,56.6,B
S5006,CS,86.9,87.74,83.25,,68.7,8.32,70.89,55.78,A
S5007,Engineering,66.37,55.66,72.4,57.96,54.14,6.81,54.1,78.39,A
S5008,Mathematics,91.36,47.34,89.5,65.96,50.17,3.86,61.42,95.34,B
S5009,Engineering,88.45,65.51,70.43,,98.03,3.59,93.13,84.22,A
S5010,CS,64.08,96.62,72.41,50.91,99.81,1.49,66.05,90.03,B
S5011,Engineering,50.72,70.04,43.11,71.87,77.78,9.04,92.82,75.4,C
S5012,CS,55.91,78.12,80.11,87.79,61.95,1.19,58.61,73.77,F
S5013,Engineering,93.87,77.45,56.39,58.21,95.55,4.72,73.41,96.87,A
S5014,Engineering,91.83,47.95,41.18,53.23,96.15,2.37,93.91,86.1,A
S5015,CS,64.76,63.42,43.99,91.8,92.73,9.96,52.42,72.97,F
S5016,Mathematics,64.26,82.42,97.44,,77.22,5.86,65.21,66.63,C
S5017,Engineering,89.64,98.32,60.76,58.83,53.74,1.5,95.49,54.66,B
S5018,Engineering,96.89,50.08,92.08,90.32,54.42,6.68,79.83,91.05,B
S5019,Mathematics,88.96,64.63,97.58,82.91,94.83,9.92,85.81,58.47,B
S5020,CS,80.28,45.71,96.6,66.71,93.79,6.05,92.11,75.75,A
S5021,CS,62.13,54.54,92.9,68.81,71.72,4.57,76.18,81.86,F
S5022,Business,76.29,62.61,93.69,57.79,66.41,2.93,92.27,87.2,F
S5023,CS,61.68,72.44,57.34,91.76,82.21,0.92,81.94,54.17,B
S5024,Business,90.4,53.83,49.09,75.45,90.35,2.28,84.28,50.53,A
S5025,CS,69.35,53.65,78.36,77.85,86.58,5.54,57.64,85.3,C
S5026,CS,91.68,86.67,69.29,94.17,80.78,7.54,96.95,72.72,A
S5027,Engineering,69.08,97.76,45.92,50.79,61.58,8.78,89.8,59.06,A
S5028,CS,91.21,59.42,80.65,53.35,63.13,7.94,62.71,99.1,B
S5029,Business,66.67,81.28,73.77,58.08,86.2,1.25,79,89.57,B
S5030,Engineering,,55.48,91.78,51.5,90.13,7.73,68.82,78.93,D
S5031,Mathematics,,95.68,76.55,,55.81,5.82,83.02,85.11,F
S5032,Business,53.51,80.37,74.44,81.69,59.36,4.69,99.69,57.75,F
S5033,CS,97.41,88.16,66.45,60.54,84.02,5.73,52.29,98.11,A
S5034,Business,78.68,42.96,67.77,57.47,69.45,0.08,97.63,99.82,F
S5035,Engineering,75.39,75.91,97.26,57.28,78.16,0.68,53.62,82.42,F
S5036,Engineering,91.97,71.66,48.31,,80.74,5.26,73.04,83.42,A
S5037,Business,93.29,57.58,66.77,84.68,88.81,1.74,74.11,85.22,A
S5038,Engineering,76.11,55.75,79.35,79.27,90.29,5.46,63.44,83.29,D
S5039,Engineering,96.36,74.8,65.98,66.12,64,3.54,78.33,71.93,A
S5040,Engineering,53.24,82.39,56.99,71.65,77.06,9.07,91.7,77.03,D
S5041,CS,55.66,41.99,57.24,54.47,56.18,9.5,64.7,64.14,C
S5042,CS,,74.04,54.02,99.91,92.1,9.8,53.52,72.34,D
S5043,Engineering,67.7,50.23,60.63,87.75,92.27,8.99,81.61,71.81,C
S5044,CS,73.21,48.42,92.3,81.07,64.98,9.86,87.59,64.41,A
S5045,CS,66.4,77.39,70.31,79.39,58.03,7.06,97.73,89.34,D
S5046,CS,70.24,58.65,54.41,75.22,53.5,9.61,57.98,70.48,D
S5047,Engineering,91.13,66.45,63.07,62.87,78.75,6.42,95.07,77.59,A
S5048,CS,79.67,61.6,46.35,61.32,54.57,8.09,74.11,57.8,D
S5049,Business,99.87,78.9,94.24,,84.03,1.32,61.79,73.75,B
S5050,CS,89.34,68.21,64.49,53.51,83.91,6.83,98.14,88.07,A
S5051,Engineering,63.68,97.81,98.82,53.72,80.7,9.31,61.92,72.23,D
S5052,Engineering,63.22,61.14,60.85,78.04,93.83,5.4,86.67,77.89,A
S5053,Engineering,66.79,84.42,90.18,95.99,68.91,1.87,89.24,85.09,F
S5054,CS,,55.44,55.38,95.71,95.11,5.27,71.53,69.45,D
S5055,Mathematics,51.36,70.53,44.57,50.54,51.85,7.07,84.5,67.66,D
S5056,Mathematics,61.51,73.15,41.9,55.37,55.64,7.7,78.62,54.29,C
S5057,Business,95.25,59.75,76.37,79.15,70.61,5.24,59.6,79.11,A
S5058,Mathematics,81.99,68.31,58.69,92.42,79.7,2.17,87.99,85.35,F
S5059,Engineering,61.34,56.76,66.61,97.72,51.62,9.27,96.4,79.06,A
S5060,Engineering,60.96,40.36,89.12,93.03,78.37,7.74,74.43,64.18,D
S5061,Business,93.13,52.94,54.89,83.88,65.37,2.71,99.72,63.12,B
S5062,Engineering,94.69,82,58.52,60.03,94.36,8.12,71.4,57.97,B
S5063,Business,62.81,86.26,90.72,53.63,76.66,3.48,73.99,52.35,F
S5064,Business,71.03,56.81,69.57,52.38,79.39,3.12,83.69,71.34,A
S5065,Mathematics,91.73,64.48,89.66,,97.28,8.63,59.29,58.03,B
S5066,CS,88.55,42.24,62.47,51.81,88.21,8.73,95.1,84.54,A
S5067,Business,90.7,54.22,63.9,86.96,71.91,3.98,90.06,98.09,B
S5068,Engineering,75.92,86.75,50.03,85.62,73.84,0.09,93.62,53.67,D
S5069,Engineering,95.58,76.36,94.98,,82.4,1.87,80.48,94.65,A
S5070,CS,66.3,52.35,93.81,95.33,60.01,9.09,94.19,82.89,F
S5071,Business,57.83,55.45,99.05,,54.43,8.99,84,93.01,D
S5072,Mathematics,85.44,89.01,64.15,95.22,65.56,4.53,75.58,57.75,A
S5073,CS,76.97,52.55,89.12,95.08,88.92,3.04,96.59,95.32,D
S5074,Engineering,92.73,60.05,64.9,59.85,62.87,3.03,71.99,97.89,A
S5075,CS,54.06,79.86,67.26,69.03,56.54,8.97,75.03,95.34,F
S5076,Mathematics,92.18,73.67,89.8,56.73,60.95,3.25,58.48,89.27,A
S5077,Engineering,64.66,67.65,50.64,88.75,83.95,5.12,97.38,54.52,D
S5078,CS,82.74,93.98,53.22,75.21,80.7,7.31,61.05,61.04,A
S5079,CS,52.01,53.18,58.88,,84.42,2.09,60.07,95.66,D
S5080,Engineering,80.48,84.49,87.29,,66.1,2.54,55.06,61.47,D
S5081,CS,85.86,49.54,62.36,,95.04,3.58,72.67,67.39,B
S5082,Engineering,68.44,76.94,61.49,99.46,72.59,6.54,63.68,52.52,F
S5083,Mathematics,,92.24,99.93,83.27,75.69,8.17,87.04,81.4,C
S5084,Business,76.88,67.47,63.03,53.44,97.44,5.47,65.38,78.17,F
S5085,CS,91.66,83.46,54.87,79.42,98.96,1.33,86.04,98.09,B
S5086,Mathematics,66.18,89.22,77.39,58.99,83.08,4.46,59.8,94.62,A
S5087,Engineering,62.62,48.16,88.11,51.53,97.24,1.28,61.5,75.3,D
S5088,CS,,82.35,44.18,66.75,77.08,0.88,90.31,80.47,F
S5089,CS,97.46,95.19,77.13,,65.36,5.9,68.55,70.66,B
S5090,CS,67.96,74.58,42.14,,65.75,9.56,55.59,56.62,C
S5091,Business,,51.17,71.58,68.68,77.95,8.38,98.07,93.39,F
S5092,CS,,47.62,55.42,86.65,80.25,7.74,58.87,77.48,D
S5093,CS,84.96,55.58,58.4,50.81,71.98,7.27,57.51,71.27,A
S5094,Business,56.43,46.21,68.03,50.74,94.19,8.97,67.92,53.42,D
S5095,Engineering,99.25,70.8,95.63,51.47,71.33,7.53,54.78,83.27,A
S5096,Business,80.4,44.18,82.64,60.97,63.67,6.27,57.78,69.98,D
S5097,Business,75.04,53.4,96.21,68.7,50.4,3.65,92.32,62.68,A
S5098,CS,69.11,66.39,79.6,80.39,98.53,1.01,58.58,93.84,D
S5099,Business,94.93,68.43,40.43,99.3,91.22,4.61,55.57,59.18,A
S5100,CS,62.2,73.92,55.94,67.72,80.78,9.25,94,75.75,B
S5101,Engineering,64.29,82.34,94.35,52.78,91.53,5.83,72.19,89.79,A
S5102,Engineering,56.12,42.83,78.61,59.75,90.51,1.85,57.86,92.45,C
S5103,CS,87.96,44.84,98.9,94.89,96.59,6.49,79.08,90.94,A
S5104,Mathematics,79.78,43.65,49.36,,69.3,4.65,52.08,94.83,B
S5105,Engineering,80.45,65.39,57.8,89.51,77.74,9.31,71.37,57.12,F
S5106,CS,60.92,42.51,61.74,56.21,54.93,1.61,79.52,97.02,F
S5107,Mathematics,82.56,84.76,59.59,,98.27,7.12,97.86,50.54,D
S5108,Engineering,88.27,53.38,55.12,55.61,99.26,6.82,66.32,62.8,B
S5109,Engineering,67.89,96.35,66.61,92.86,89.45,9.84,88.25,54.2,F
S5110,Engineering,90.07,69.18,78.54,60.5,72.71,5.65,56.63,97.28,A
S5111,Business,67.44,66.78,58.68,82.16,74.83,8.72,71.68,71.2,F
S5112,CS,87.91,86.83,44.78,75.81,71.77,0.25,61.16,65.76,A
S5113,CS,51.69,82.79,82.51,77.22,64.67,1.23,74.62,58.35,D
S5114,Engineering,,76.44,67.54,59.77,76.39,3.46,70.86,57.79,D
S5115,CS,98.48,96.11,73.39,81.76,52.67,6.19,98.99,80.7,A
S5116,Business,99.06,65.34,67.32,52.16,99.59,4.49,95.87,52.35,B
S5117,CS,64.09,88.51,93.42,99.67,71.2,2.03,79.11,79.72,C
S5118,CS,72.07,62.81,73.52,51.34,96.37,5.89,58.83,88.73,D
S5119,CS,53.15,90.3,95.4,52.51,86.21,5.67,77.85,80.05,D
S5120,Business,93.67,55.57,70.63,66.23,64.5,5.24,89.6,91.33,B
S5121,Business,78.43,57.36,57.56,91.58,61.1,0.91,51.9,63.26,C
S5122,CS,69.26,80.67,61.33,62.86,99.78,9.27,71.7,53.86,A
S5123,Engineering,55.64,52.76,71.33,73.6,88.61,5.92,52.13,86.05,C
S5124,CS,97.34,53.75,71.8,,62.48,2.64,62.2,91.41,B
S5125,Engineering,76.51,58.32,81.24,,53.37,6.87,54.61,75.08,B
S5126,CS,64.15,80.74,53.47,80.4,84.85,3.18,98.03,91.03,B
S5127,Engineering,67.51,93.36,79.53,,65.15,5.06,58.44,72.9,B
S5128,Engineering,63.53,80.47,86.72,84.71,61.07,3.41,57.51,59.93,C
S5129,Mathematics,80.09,89.67,80.6,89.27,86.75,8.8,98.6,73.72,D
S5130,CS,96.5,72.61,68.91,92.52,83.96,9.94,75.8,60.8,A
S5131,Business,,44.14,99.5,56.69,74.07,1.61,87.9,73.6,A
S5132,Engineering,73.02,46.03,64.29,72.78,97.13,0.24,66.37,57.38,B
S5133,Mathematics,91.32,73.26,46.4,97.35,83.98,2.19,76.64,59.28,A
