Student_ID,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level
S3919,Yes,PhD,Medium
S3920,Yes,,Low
S3921,No,Master's,Medium
S3922,Yes,None,Low
S3923,Yes,None,High
S3924,Yes,PhD,Low
S3925,Yes,PhD,Medium
S3926,Yes,None,High
S3927,Yes,None,High
S3928,Yes,Bachelor's,Medium
S3929,Yes,None,Low
S3930,Yes,PhD,Medium
S3931,Yes,High School,High
S3932,Yes,,Low
S3933,Yes,High School,Low
S3934,Yes,Bachelor's,Medium
S3935,Yes,High School,Medium
S3936,Yes,Master's,Low
S3937,Yes,,Medium
S3938,Yes,Bachelor's,Low
S3939,Yes,High School,Low
S3940,Yes,PhD,High
S3941,Yes,,Medium
S3942,No,,Low
S3943,Yes,Bachelor's,High
S3944,Yes,Master's,Low
S3945,Yes,PhD,Low
S3946,Yes,High School,High
S3947,No,Master's,Low
S3948,Yes,,High
S3949,Yes,High School,Medium
S3950,Yes,Bachelor's,Medium
S3951,Yes,,Medium
S3952,Yes,Master's,Medium
S3953,Yes,High School,High
S3954,Yes,Bachelor's,Low
S3955,Yes,Master's,High
S3956,Yes,,High
S3957,Yes,None,Medium
S3958,Yes,None,Low
S3959,Yes,Master's,Low
S3960,Yes,None,Low
S3961,Yes,PhD,Low
S3962,No,Master's,Low
S3963,Yes,Master's,Medium
S3964,Yes,High School,Medium
S3965,Yes,PhD,High
S3966,Yes,Master's,Medium
S3967,Yes,Bachelor's,Low
S3968,Yes,Master's,Low
S3969,Yes,PhD,Medium
S3970,Yes,Master's,Medium
S3971,Yes,None,Medium
S3972,No,PhD,Low
S3973,Yes,Bachelor's,High
S3974,Yes,PhD,Low
S3975,Yes,Master's,Low
S3976,Yes,Bachelor's,Medium
S3977,No,Bachelor's,Medium
S3978,Yes,Bachelor's,Medium
S3979,Yes,,Low
S3980,Yes,PhD,Low
S3981,Yes,Master's,Low
S3982,Yes,None,Medium
S3983,Yes,Bachelor's,Medium
S3984,No,Master's,Medium
S3985,Yes,High School,High
S3986,Yes,Master's,Low
S3987,Yes,,Medium
S3988,Yes,,Low
S3989,Yes,Bachelor's,Medium
S3990,Yes,High School,Medium
S3991,Yes,None,Medium
S3992,Yes,Bachelor's,Low
S3993,No,High School,Low
S3994,Yes,PhD,High
S3995,Yes,None,High
S3996,Yes,PhD,Low
S3997,Yes,Master's,Medium
S3998,Yes,None,Low
S3999,Yes,PhD,Medium
S4000,Yes,PhD,Medium
S4001,Yes,Bachelor's,Low
S4002,No,Master's,Medium
S4003,Yes,None,Medium
S4004,Yes,None,Low
S4005,Yes,None,Medium
S4006,Yes,High School,Low
S4007,Yes,None,High
S4008,Yes,High School,Low
S4009,Yes,,Low
S4010,Yes,High School,Low
S4011,Yes,Master's,High
S4012,Yes,High School,Medium
S4013,Yes,Master's,Medium
S4014,Yes,Master's,Low
S4015,Yes,,Low
S4016,Yes,Master's,Medium
S4017,Yes,None,Low
S4018,Yes,Master's,High
S4019,Yes,PhD,Medium
S4020,Yes,Bachelor's,Low
S4021,Yes,,Low
S4022,Yes,None,Low
S4023,Yes,Master's,Low
S4024,Yes,High School,Low
S4025,Yes,None,Low
S4026,Yes,Bachelor's,High
S4027,No,High School,Low
S4028,No,High School,High
S4029,Yes,Master's,Medium
S4030,No,Bachelor's,High
S4031,Yes,Bachelor's,Medium
S4032,Yes,High School,Low
S4033,Yes,Bachelor's,High
S4034,Yes,,Low
S4035,Yes,Master's,Low
S4036,Yes,Master's,High
S4037,Yes,PhD,Low
S4038,Yes,PhD,Medium
S4039,Yes,Bachelor's,High
S4040,Yes,,Medium
S4041,No,Bachelor's,Medium
S4042,Yes,PhD,Medium
S4043,Yes,,Medium
S4044,No,Master's,High
S4045,Yes,Master's,Medium
S4046,Yes,,Medium
S4047,Yes,PhD,Medium
S4048,Yes,High School,Medium
S4049,Yes,Bachelor's,High
S4050,Yes,Master's,Low
S4051,Yes,PhD,Low
S4052,No,High School,Medium
S4053,Yes,,Low
S4054,Yes,,High
S4055,Yes,None,High
S4056,Yes,PhD,Low
S4057,Yes,,Low
S4058,Yes,Master's,Medium
S4059,Yes,,Low
S4060,Yes,High School,High
S4061,Yes,Master's,Low
S4062,Yes,PhD,High
S4063,Yes,Bachelor's,Medium
S4064,Yes,PhD,Medium
S4065,No,PhD,Low
S4066,Yes,PhD,High
S4067,Yes,Bachelor's,Low
S4068,Yes,Master's,Low
S4069,Yes,PhD,Low
S4070,Yes,High School,Medium
S4071,Yes,Master's,Low
S4072,Yes,PhD,Medium
S4073,Yes,Bachelor's,High
S4074,Yes,PhD,Medium
S4075,Yes,PhD,Low
S4076,Yes,None,Low
S4077,Yes,,Low
S4078,Yes,Master's,High
S4079,Yes,None,Low
S4080,Yes,Bachelor's,Low
S4081,Yes,None,High
S4082,Yes,Bachelor's,Medium
S4083,No,PhD,Medium
S4084,Yes,Master's,High
S4085,Yes,None,Medium
S4086,Yes,None,Low
S4087,Yes,Master's,Medium
S4088,Yes,Bachelor's,Low
S4089,Yes,Bachelor's,Medium
S4090,Yes,,High
S4091,Yes,Bachelor's,High
S4092,Yes,Bachelor's,Medium
S4093,Yes,None,Medium
S4094,Yes,None,Low
S4095,Yes,,Medium
S4096,Yes,High School,Low
S4097,Yes,None,Medium
S4098,Yes,High School,Medium
S4099,Yes,,Medium
S4100,Yes,Bachelor's,Low
S4101,Yes,High School,Low
S4102,Yes,PhD,Low
S4103,Yes,Bachelor's,Low
S4104,Yes,,Low
S4105,Yes,,High
S4106,Yes,Master's,Medium
S4107,No,Master's,High
S4108,Yes,High School,Medium
S4109,Yes,High School,Low
S4110,Yes,Bachelor's,Low
S4111,Yes,,Low
S4112,Yes,High School,Medium
S4113,Yes,None,Low
S4114,No,None,Low
S4115,Yes,High School,High
S4116,Yes,,Low
S4117,Yes,,Medium
S4118,Yes,,Low
S4119,Yes,,High
S4120,Yes,,Medium
S4121,Yes,,Medium
S4122,Yes,Master's,High
S4123,Yes,,Medium
S4124,Yes,,High
S4125,No,PhD,High
S4126,Yes,None,Low
S4127,No,,Low
S4128,Yes,Master's,Medium
S4129,Yes,Master's,Medium
S4130,Yes,None,High
S4131,Yes,Bachelor's,Low
S4132,Yes,PhD,Medium
S4133,Yes,,Medium
S4134,Yes,None,Medium
S4135,Yes,,Low
S4136,Yes,PhD,Low
S4137,Yes,Master's,Low
S4138,Yes,Master's,Medium
S4139,Yes,PhD,Medium
S4140,Yes,Bachelor's,Low
S4141,Yes,PhD,Medium
S4142,Yes,None,High
S4143,Yes,,Low
S4144,Yes,PhD,Medium
S4145,Yes,,Low
S4146,Yes,,High
S4147,Yes,,High
S4148,Yes,Bachelor's,Low
S4149,Yes,Master's,Medium
S4150,Yes,Bachelor's,Low
S4151,Yes,None,High
S4152,Yes,Master's,Medium
S4153,Yes,,Medium
S4154,No,None,Medium
S4155,Yes,High School,Low
S4156,No,Bachelor's,Low
S4157,Yes,None,Low
S4158,Yes,Bachelor's,Medium
S4159,Yes,Bachelor's,Medium
S4160,Yes,High School,High
S4161,Yes,Bachelor's,Medium
S4162,No,None,Medium
S4163,Yes,Bachelor's,Low
S4164,Yes,Bachelor's,Medium
S4165,Yes,High School,Low
S4166,Yes,Bachelor's,Low
S4167,Yes,Master's,Medium
S4168,Yes,PhD,Low
S4169,Yes,Master's,Medium
S4170,Yes,High School,High
S4171,Yes,Bachelor's,Medium
S4172,No,None,Low
S4173,Yes,Bachelor's,Medium
S4174,Yes,Bachelor's,High
S4175,Yes,,Medium
S4176,Yes,Bachelor's,High
S4177,Yes,None,Low
S4178,Yes,,Medium
S4179,Yes,,Low
S4180,Yes,PhD,Medium
S4181,Yes,Bachelor's,Medium
S4182,Yes,None,Medium
S4183,Yes,Bachelor's,Medium
S4184,Yes,,Medium
S4185,Yes,High School,High
S4186,Yes,High School,Low
S4187,Yes,None,Medium
S4188,Yes,,Low
S4189,Yes,None,Low
S4190,Yes,,Low
S4191,Yes,None,Medium
S4192,No,PhD,Medium
S4193,Yes,Bachelor's,Low
S4194,Yes,,High
S4195,Yes,High School,Low
S4196,Yes,Master's,High
S4197,Yes,PhD,Low
S4198,Yes,Master's,Medium
S4199,No,PhD,Medium
S4200,Yes,,Medium
S4201,Yes,,Medium
S4202,Yes,None,Medium
S4203,Yes,High School,Medium
S4204,Yes,Master's,High
S4205,Yes,Master's,Low
S4206,Yes,None,Low
S4207,Yes,Master's,High
S4208,Yes,,Low
S4209,Yes,High School,Low
S4210,Yes,Master's,Low
S4211,Yes,High School,Medium
S4212,Yes,High School,Medium
S4213,Yes,,Low
S4214,No,Master's,Low
S4215,Yes,None,Medium
S4216,Yes,None,Low
S4217,Yes,PhD,Low
S4218,Yes,,Medium
S4219,Yes,PhD,Low
S4220,Yes,,Low
S4221,Yes,PhD,Medium
S4222,Yes,Bachelor's,High
S4223,Yes,,Low
S4224,Yes,,Low
S4225,Yes,PhD,Medium
S4226,Yes,Bachelor's,Low
S4227,Yes,Bachelor's,Medium
S4228,Yes,None,High
S4229,Yes,Bachelor's,Low
S4230,No,,Medium
S4231,Yes,Bachelor's,High
S4232,Yes,,High
S4233,Yes,None,Medium
S4234,Yes,None,Low
S4235,Yes,Master's,Medium
S4236,No,High School,Medium
S4237,No,Bachelor's,Medium
S4238,Yes,High School,High
S4239,Yes,Bachelor's,Medium
S4240,Yes,None,Medium
S4241,Yes,PhD,Medium
S4242,Yes,Master's,Low
S4243,Yes,Bachelor's,Low
S4244,Yes,PhD,Medium
S4245,Yes,None,Low
S4246,Yes,,Low
S4247,Yes,High School,Low
S4248,Yes,,High
S4249,Yes,High School,Medium
S4250,Yes,Bachelor's,Low
S4251,Yes,High School,High
S4252,Yes,High School,Medium
S4253,Yes,Master's,Low
S4254,Yes,Bachelor's,Medium
S4255,Yes,,Medium
S4256,Yes,Master's,Medium
S4257,Yes,Bachelor's,Low
S4258,Yes,PhD,Low
S4259,No,None,Medium
S4260,Yes,High School,Low
S4261,Yes,PhD,Medium
S4262,Yes,High School,Medium
S4263,Yes,Bachelor's,High
S4264,Yes,None,Medium
S4265,Yes,None,Low
S4266,Yes,Master's,Medium
S4267,Yes,Bachelor's,Medium
S4268,Yes,High School,High
S4269,Yes,High School,Medium
S4270,No,High School,Low
S4271,Yes,High School,Low
S4272,Yes,None,Medium
S4273,Yes,None,Low
S4274,Yes,High School,Low
S4275,Yes,,Medium
S4276,Yes,PhD,Low
S4277,Yes,Bachelor's,Low
S4278,Yes,,Low
S4279,Yes,Bachelor's,Medium
S4280,Yes,High School,Medium
S4281,Yes,Master's,Low
S4282,Yes,PhD,Low
S4283,Yes,High School,Low
S4284,Yes,High School,High
S4285,Yes,PhD,Low
S4286,Yes,High School,High
S4287,Yes,None,High
S4288,Yes,Master's,Low
S4289,Yes,None,Medium
S4290,No,,Medium
S4291,Yes,None,High
S4292,Yes,None,Medium
S4293,Yes,High School,Medium
S4294,Yes,Master's,Medium
S4295,Yes,Master's,Low
S4296,Yes,High School,Low
S4297,Yes,Master's,Medium
S4298,Yes,Master's,Low
S4299,Yes,High School,Low
S4300,Yes,Bachelor's,Medium
S4301,Yes,PhD,High
S4302,Yes,None,High
S4303,Yes,Master's,High
S4304,Yes,PhD,Medium
S4305,No,High School,High
S4306,Yes,Master's,Medium
S4307,Yes,PhD,Medium
S4308,Yes,None,Low
S4309,Yes,PhD,High
S4310,Yes,Bachelor's,Medium
S4311,Yes,Master's,Medium
S4312,Yes,,Low
S4313,Yes,None,Medium
S4314,Yes,None,High
S4315,Yes,Bachelor's,Medium
S4316,Yes,PhD,High
S4317,Yes,None,Low
S4318,No,,Low
S4319,Yes,Master's,Low
S4320,Yes,Master's,Low
S4321,Yes,High School,Low
S4322,Yes,Bachelor's,Medium
S4323,Yes,None,Low
S4324,Yes,Bachelor's,High
S4325,No,Bachelor's,High
S4326,Yes,,Low
S4327,Yes,High School,Medium
S4328,Yes,Bachelor's,Medium
S4329,Yes,None,Low
S4330,Yes,,High
S4331,Yes,Master's,Low
S4332,Yes,,Medium
S4333,Yes,PhD,Low
S4334,Yes,None,High
S4335,Yes,,Medium
S4336,Yes,PhD,High
S4337,Yes,Master's,Low
S4338,Yes,,Low
S4339,Yes,,Low
S4340,Yes,None,High
S4341,Yes,None,Low
S4342,No,Master's,Low
S4343,Yes,High School,Medium
S4344,Yes,,Low
S4345,No,PhD,High
S4346,Yes,Master's,Low
S4347,Yes,Master's,Medium
S4348,Yes,PhD,Medium
S4349,Yes,High School,Low
S4350,Yes,,Low
S4351,No,,Medium
S4352,Yes,,Low
S4353,Yes,Master's,Low
S4354,Yes,Master's,Low
S4355,Yes,Master's,Medium
S4356,Yes,,Low
S4357,Yes,Bachelor's,High
S4358,Yes,Bachelor's,Low
S4359,Yes,None,High
S4360,Yes,Bachelor's,Medium
S4361,Yes,Bachelor's,Medium
S4362,Yes,High School,Low
S4363,Yes,Master's,Low
S4364,Yes,PhD,Medium
S4365,No,High School,Medium
S4366,Yes,,Medium
S4367,No,High School,Low
S4368,No,,Medium
S4369,Yes,,Medium
S4370,Yes,,Low
S4371,Yes,Bachelor's,High
S4372,Yes,None,High
S4373,Yes,Bachelor's,Low
S4374,Yes,,Medium
S4375,Yes,,Medium
S4376,Yes,PhD,Low
S4377,Yes,PhD,Medium
S4378,Yes,High School,Low
S4379,Yes,High School,Low
S4380,Yes,High School,High
S4381,Yes,High School,Medium
S4382,Yes,None,Low
S4383,Yes,Bachelor's,Medium
S4384,Yes,None,High
S4385,Yes,High School,Low
S4386,Yes,Master's,Medium
S4387,Yes,PhD,High
S4388,Yes,High School,High
S4389,Yes,High School,Medium
S4390,No,PhD,High
S4391,Yes,PhD,Low
S4392,Yes,Bachelor's,Low
S4393,Yes,None,Low
S4394,Yes,,Low
S4395,Yes,None,Low
S4396,Yes,,High
S4397,Yes,Master's,High
S4398,Yes,Master's,Low
S4399,Yes,Bachelor's,High
S4400,Yes,Bachelor's,Medium
S4401,Yes,Bachelor's,Low
S4402,Yes,Master's,Medium
S4403,Yes,PhD,Medium
S4404,No,,Low
S4405,Yes,PhD,High
S4406,Yes,High School,Medium
S4407,No,None,Medium
S4408,Yes,,High
S4409,Yes,,High
S4410,Yes,Bachelor's,Low
S4411,Yes,PhD,Low
S4412,Yes,,Low
S4413,Yes,High School,Low
S4414,No,PhD,High
S4415,Yes,None,High
S4416,Yes,None,Low
S4417,No,High School,High
S4418,No,High School,Low
S4419,Yes,None,Medium
S4420,Yes,Master's,Low
S4421,No,,Low
S4422,Yes,Bachelor's,Medium
S4423,No,,Medium
S4424,Yes,None,Low
S4425,Yes,PhD,High
S4426,Yes,,High
S4427,Yes,,Low
S4428,Yes,None,Medium
S4429,Yes,Master's,Low
S4430,Yes,Master's,Low
S4431,Yes,High School,High
S4432,Yes,,Low
S4433,Yes,None,High
S4434,No,Bachelor's,Medium
S4435,Yes,,Low
S4436,Yes,Bachelor's,High
S4437,Yes,Master's,Medium
S4438,No,Master's,Medium
S4439,Yes,None,Medium
S4440,Yes,None,Low
S4441,Yes,Master's,Medium
S4442,Yes,Bachelor's,Low
S4443,Yes,Bachelor's,Medium
S4444,No,Master's,Medium
S4445,Yes,PhD,Low
S4446,Yes,PhD,Medium
S4447,Yes,,High
S4448,Yes,PhD,Medium
S4449,Yes,High School,Low
S4450,Yes,None,Medium
S4451,Yes,None,Medium
S4452,Yes,PhD,Medium
S4453,Yes,Master's,Medium
S4454,Yes,High School,Medium
S4455,Yes,PhD,Medium
S4456,Yes,,High
S4457,Yes,Master's,Medium
S4458,Yes,Bachelor's,Medium
S4459,Yes,,Medium
S4460,Yes,High School,Low
S4461,Yes,Bachelor's,Low
S4462,Yes,Master's,Low
S4463,Yes,Master's,High
S4464,No,,Medium
S4465,Yes,None,Low
S4466,Yes,Bachelor's,Medium
S4467,Yes,,Low
S4468,Yes,High School,Low
S4469,Yes,High School,Medium
S4470,Yes,High School,Medium
S4471,Yes,None,High
S4472,Yes,Bachelor's,Low
S4473,Yes,,Medium
S4474,Yes,Master's,Medium
S4475,Yes,Master's,High
S4476,Yes,High School,Medium
S4477,Yes,Bachelor's,Low
S4478,Yes,PhD,Low
S4479,Yes,Master's,Low
S4480,Yes,,High
S4481,Yes,PhD,Medium
S4482,Yes,Master's,Low
S4483,Yes,PhD,Medium
S4484,Yes,PhD,Low
S4485,Yes,,Medium
S4486,Yes,,Low
S4487,Yes,Bachelor's,High
S4488,Yes,,High
S4489,Yes,None,High
S4490,Yes,PhD,Low
S4491,Yes,None,High
S4492,Yes,,Low
S4493,Yes,Bachelor's,High
S4494,Yes,Bachelor's,Low
S4495,Yes,,Low
S4496,Yes,,High
S4497,Yes,Bachelor's,Low
S4498,Yes,Bachelor's,Medium
S4499,Yes,None,Low
S4500,No,Bachelor's,Medium
S4501,Yes,Master's,Medium
S4502,Yes,Bachelor's,Medium
S4503,Yes,PhD,Low
S4504,Yes,PhD,High
S4505,Yes,High School,Medium
S4506,Yes,High School,Low
S4507,Yes,,Low
S4508,Yes,PhD,High
S4509,Yes,High School,Low
S4510,Yes,None,High
S4511,Yes,High School,High
S4512,Yes,Bachelor's,Low
S4513,Yes,Master's,High
S4514,Yes,High School,Low
S4515,Yes,,Low
S4516,Yes,Master's,Medium
S4517,Yes,High School,Medium
S4518,Yes,PhD,Low
S4519,Yes,Master's,Medium
S4520,Yes,Bachelor's,Low
S4521,Yes,PhD,Low
S4522,Yes,,Medium
S4523,Yes,,Medium
S4524,Yes,Bachelor's,Low
S4525,Yes,None,Medium
S4526,Yes,Bachelor's,Low
S4527,Yes,Bachelor's,Medium
S4528,Yes,PhD,Low
S4529,Yes,Bachelor's,Medium
S4530,No,,High
S4531,Yes,Bachelor's,Medium
S4532,Yes,High School,Low
S4533,Yes,None,High
S4534,Yes,None,Low
S4535,Yes,Bachelor's,Low
S4536,Yes,,Medium
S4537,Yes,PhD,Low
S4538,No,None,High
S4539,Yes,High School,Medium
S4540,Yes,Bachelor's,Low
S4541,Yes,None,Low
S4542,No,High School,High
S4543,Yes,None,High
S4544,Yes,High School,High
S4545,Yes,Bachelor's,Low
S4546,Yes,High School,Medium
S4547,Yes,None,Low
S4548,Yes,High School,Low
S4549,Yes,Bachelor's,Medium
S4550,No,High School,Medium
S4551,Yes,PhD,Low
S4552,Yes,,Medium
S4553,Yes,High School,High
S4554,Yes,PhD,Low
S4555,No,PhD,Medium
S4556,No,Master's,Medium
S4557,Yes,High School,High
S4558,Yes,,Medium
S4559,Yes,PhD,Medium
S4560,No,,Medium
S4561,Yes,High School,Medium
S4562,No,,Medium
S4563,Yes,None,Low
S4564,Yes,Bachelor's,Medium
S4565,Yes,Master's,High
S4566,Yes,High School,Medium
S4567,Yes,None,High
S4568,Yes,Bachelor's,Low
S4569,Yes,PhD,Medium
S4570,Yes,Master's,Low
S4571,Yes,Bachelor's,Low
S4572,Yes,,Medium
S4573,Yes,,High
S4574,Yes,,Low
S4575,Yes,PhD,High
S4576,Yes,Bachelor's,High
S4577,Yes,Master's,High
S4578,Yes,,Low
S4579,Yes,High School,Medium
S4580,Yes,Bachelor's,Low
S4581,Yes,High School,Low
S4582,No,None,Low
S4583,Yes,,High
S4584,Yes,Master's,Medium
S4585,Yes,Bachelor's,Low
S4586,Yes,None,High
S4587,Yes,High School,Low
S4588,Yes,High School,High
S4589,Yes,None,Low
S4590,Yes,High School,Medium
S4591,No,PhD,Medium
S4592,Yes,High School,Medium
S4593,Yes,Master's,Medium
S4594,Yes,PhD,Low
S4595,Yes,Bachelor's,Low
S4596,No,PhD,High
S4597,Yes,Bachelor's,Medium
S4598,Yes,Bachelor's,High
S4599,Yes,PhD,Medium
S4600,Yes,Master's,Medium
S4601,Yes,High School,High
S4602,Yes,PhD,Medium
S4603,Yes,Bachelor's,Medium
S4604,Yes,PhD,High
S4605,No,Bachelor's,Low
S4606,Yes,,High
S4607,Yes,None,Low
S4608,Yes,Master's,Medium
S4609,Yes,Master's,High
S4610,Yes,Bachelor's,Medium
S4611,Yes,Bachelor's,Low
S4612,Yes,,Low
S4613,Yes,,Medium
S4614,Yes,,Medium
S4615,Yes,Master's,Medium
S4616,Yes,Bachelor's,Medium
S4617,Yes,High School,High
S4618,Yes,None,Low
S4619,No,None,Low
S4620,Yes,High School,Low
S4621,Yes,,Low
S4622,Yes,High School,Medium
S4623,Yes,None,Low
S4624,Yes,Master's,Medium
S4625,No,Bachelor's,Low
S4626,Yes,Bachelor's,Medium
S4627,Yes,PhD,Medium
S4628,Yes,,High
S4629,No,PhD,Medium
S4630,Yes,PhD,Medium
S4631,Yes,,Low
S4632,Yes,PhD,Low
S4633,Yes,,Low
S4634,Yes,PhD,High
S4635,Yes,PhD,High
S4636,Yes,PhD,Low
S4637,Yes,High School,High
S4638,Yes,PhD,Medium
S4639,Yes,,High
S4640,Yes,High School,Medium
S4641,No,High School,Low
S4642,Yes,Bachelor's,Low
S4643,Yes,High School,Medium
S4644,Yes,Bachelor's,Medium
S4645,Yes,High School,High
S4646,Yes,High School,Medium
S4647,No,High School,Medium
S4648,Yes,Master's,Medium
S4649,Yes,Bachelor's,Low
S4650,Yes,,High
S4651,Yes,,Low
S4652,Yes,,Medium
S4653,Yes,High School,Low
S4654,Yes,None,Low
S4655,Yes,Bachelor's,Medium
S4656,Yes,Bachelor's,Medium
S4657,Yes,None,Low
S4658,Yes,None,Medium
S4659,Yes,None,Low
S4660,Yes,Master's,High
S4661,Yes,High School,Medium
S4662,Yes,High School,Low
S4663,Yes,None,Low
S4664,Yes,PhD,Low
S4665,Yes,High School,Low
S4666,Yes,PhD,Medium
S4667,Yes,High School,Low
S4668,Yes,PhD,Medium
S4669,Yes,Master's,Low
S4670,Yes,High School,Medium
S4671,Yes,,Medium
S4672,Yes,Bachelor's,Medium
S4673,Yes,High School,High
S4674,Yes,,Low
S4675,Yes,None,Low
S4676,Yes,Bachelor's,High
S4677,Yes,None,Low
S4678,Yes,High School,High
S4679,Yes,Bachelor's,Low
S4680,Yes,,Medium
S4681,Yes,Bachelor's,Medium
S4682,Yes,None,High
S4683,No,Bachelor's,Medium
S4684,Yes,,Low
S4685,Yes,,Medium
S4686,Yes,High School,Low
S4687,Yes,High School,Low
S4688,Yes,Bachelor's,Low
S4689,No,None,Low
S4690,Yes,PhD,Medium
S4691,Yes,High School,High
S4692,Yes,Bachelor's,Medium
S4693,Yes,High School,Medium
S4694,Yes,PhD,Medium
S4695,Yes,High School,High
S4696,No,Master's,Low
S4697,Yes,,Medium
S4698,Yes,None,Low
S4699,Yes,PhD,Medium
S4700,Yes,,Low
S4701,Yes,None,Low
S4702,Yes,High School,Low
S4703,No,,High
S4704,Yes,,Low
S4705,Yes,High School,Medium
S4706,Yes,,High
S4707,Yes,None,Low
S4708,Yes,Bachelor's,Medium
S4709,Yes,High School,Low
S4710,Yes,High School,Medium
S4711,Yes,Bachelor's,High
S4712,Yes,Bachelor's,Low
S4713,Yes,Bachelor's,Low
S4714,Yes,None,Low
S4715,Yes,Bachelor's,Medium
S4716,Yes,Master's,Medium
S4717,Yes,None,High
S4718,Yes,Bachelor's,Low
S4719,Yes,Bachelor's,Low
S4720,Yes,Master's,Low
S4721,Yes,PhD,High
S4722,Yes,,Low
S4723,Yes,,Low
S4724,Yes,Bachelor's,Medium
S4725,Yes,None,Low
S4726,Yes,None,Low
S4727,Yes,Bachelor's,Low
S4728,Yes,None,High
S4729,No,High School,Low
S4730,Yes,Bachelor's,Low
S4731,Yes,High School,Medium
S4732,Yes,Master's,Low
S4733,Yes,PhD,Medium
S4734,Yes,Master's,Medium
S4735,No,,Low
S4736,Yes,PhD,Medium
S4737,Yes,Bachelor's,High
S4738,No,PhD,High
S4739,Yes,,High
S4740,No,PhD,High
S4741,Yes,High School,High
S4742,Yes,None,Low
S4743,Yes,Bachelor's,Medium
S4744,No,Master's,Low
S4745,Yes,Master's,Medium
S4746,Yes,Bachelor's,High
S4747,No,,Low
S4748,Yes,Bachelor's,Low
S4749,Yes,PhD,High
S4750,Yes,None,Medium
S4751,Yes,High School,Low
S4752,Yes,None,Low
S4753,No,Master's,Medium
S4754,Yes,None,Medium
S4755,Yes,,Medium
S4756,Yes,Bachelor's,Medium
S4757,Yes,Master's,Low
S4758,Yes,None,Medium
S4759,Yes,PhD,High
S4760,Yes,,Medium
S4761,Yes,Bachelor's,Low
S4762,Yes,High School,Medium
S4763,Yes,High School,Low
S4764,Yes,High School,Medium
S4765,Yes,PhD,Low
S4766,Yes,None,Medium
S4767,Yes,Master's,Medium
S4768,Yes,None,Medium
S4769,Yes,High School,High
S4770,Yes,,Low
S4771,Yes,,Low
S4772,No,None,Medium
S4773,Yes,High School,High
S4774,Yes,Master's,High
S4775,Yes,Bachelor's,Low
S4776,Yes,,Low
S4777,Yes,Bachelor's,Medium
S4778,Yes,None,Medium
S4779,Yes,PhD,High
S4780,Yes,,Medium
S4781,No,PhD,High
S4782,Yes,Master's,Medium
S4783,Yes,PhD,Low
S4784,Yes,Master's,High
S4785,Yes,High School,Low
S4786,Yes,,Low
S4787,Yes,Master's,High
S4788,Yes,None,High
S4789,Yes,None,Low
S4790,Yes,Master's,Low
S4791,Yes,Master's,Medium
S4792,Yes,PhD,Medium
S4793,Yes,High School,Medium
S4794,Yes,,High
S4795,Yes,Bachelor's,High
S4796,Yes,PhD,High
S4797,No,PhD,Low
S4798,Yes,None,Low
S4799,Yes,,Medium
S4800,Yes,Master's,Medium
S4801,Yes,Bachelor's,Low
S4802,Yes,None,Low
S4803,Yes,PhD,Low
S4804,Yes,Bachelor's,Medium
S4805,No,PhD,Low
S4806,Yes,,Medium
S4807,Yes,PhD,Medium
S4808,Yes,,Medium
S4809,No,PhD,Medium
S4810,No,High School,Medium
S4811,Yes,None,Low
S4812,Yes,PhD,Medium
S4813,Yes,,Low
S4814,Yes,,Medium
S4815,Yes,High School,Low
S4816,Yes,,Low
S4817,Yes,Bachelor's,Low
S4818,Yes,PhD,Low
S4819,Yes,,Medium
S4820,No,PhD,Medium
S4821,Yes,,Medium
S4822,Yes,Bachelor's,Medium
S4823,Yes,None,Medium
S4824,Yes,High School,Low
S4825,Yes,High School,Low
S4826,Yes,Master's,Medium
S4827,Yes,PhD,Low
S4828,Yes,High School,Medium
S4829,Yes,Master's,Medium
S4830,Yes,Bachelor's,Low
S4831,Yes,,Medium
S4832,Yes,,Low
S4833,Yes,Master's,Medium
S4834,Yes,PhD,Low
S4835,Yes,Bachelor's,Low
S4836,Yes,Bachelor's,High
S4837,Yes,Bachelor's,Medium
S4838,Yes,Master's,Low
S4839,Yes,PhD,Medium
S4840,Yes,High School,Low
S4841,Yes,PhD,Low
S4842,Yes,Master's,High
S4843,Yes,Bachelor's,Medium
S4844,Yes,None,Low
S4845,Yes,High School,High
S4846,Yes,PhD,Low
S4847,Yes,,Low
S4848,Yes,,Low
S4849,No,,Low
S4850,Yes,None,Low
S4851,Yes,,Medium
S4852,Yes,PhD,Medium
S4853,Yes,Bachelor's,Medium
S4854,Yes,High School,Medium
S4855,Yes,,Medium
S4856,Yes,Master's,Medium
S4857,Yes,Bachelor's,High
S4858,Yes,,Low
S4859,Yes,PhD,High
S4860,No,,Low
S4861,Yes,None,Low
S4862,Yes,None,Low
S4863,Yes,None,Medium
S4864,Yes,PhD,High
S4865,Yes,,Low
S4866,Yes,Bachelor's,Medium
S4867,Yes,PhD,Low
S4868,Yes,Bachelor's,Medium
S4869,Yes,High School,Medium
S4870,Yes,,Medium
S4871,Yes,,High
S4872,No,PhD,Low
S4873,Yes,Bachelor's,High
S4874,Yes,,Medium
S4875,Yes,Bachelor's,High
S4876,Yes,Master's,Low
S4877,Yes,High School,High
S4878,Yes,Master's,Low
S4879,Yes,Bachelor's,Medium
S4880,Yes,PhD,High
S4881,No,Bachelor's,High
